job_id,user,job_name,tags,status,duration,submitted,sequence_id,cpu,ram,gpu
job_0892,wongkenneth,Report Generation,"nlp,report,compression,visualization",completed,180,2024-03-18,seq_200,16,64,2
job_0985,ian60,Web Scraping,"scraping,automation,api",completed,180,2024-03-18,seq_142,4,32,0
job_0958,owilliams,Web Scraping,"automation,geospatial,testing,llm,scraping",completed,180,2024-03-18,seq_153,16,8,4
job_0690,gmitchell,Security Scan,"nlp,security,scan,testing",completed,180,2024-03-18,seq_172,8,64,2
job_0496,morganlinda,Log Analysis,"testing,logs,monitoring",completed,240,2024-03-18,seq_113,16,8,4
job_0781,morganlinda,ML Model Training,"ml,training,encryption,gpu",completed,240,2024-03-18,seq_050,4,16,2
job_0284,hannahfoster,Database Backup,"geospatial,backup,database",completed,240,2024-03-18,seq_042,8,32,0
job_0541,cbell,Database Backup,"encryption,testing,backup,database",completed,60,2024-03-18,seq_122,4,32,1
job_0687,morganlinda,Log Analysis,"logs,llm,api,monitoring",pending,120,2024-03-18,seq_010,8,32,1
job_0469,cbell,Database Backup,"benchmarking,backup,database",failed,30,2024-03-18,seq_064,8,16,4
job_0787,danieljones,Report Generation,"benchmarking,report,api,visualization",completed,120,2024-03-18,seq_143,16,8,2
job_0830,wongkenneth,Data Preprocessing,"streaming,indexing,data,preprocessing",completed,30,2024-03-18,seq_146,4,64,1
job_0580,hannahfoster,Report Generation,"nlp,report,cloud,visualization",completed,240,2024-03-18,seq_185,16,64,2
job_0996,ian60,Security Scan,"testing,security,scan,geospatial",completed,120,2024-03-18,seq_120,16,16,0
job_0881,gmitchell,Database Backup,"benchmarking,backup,database",running,30,2024-03-18,seq_004,8,64,0
job_0268,hannahfoster,Report Generation,"report,cloud,visualization",completed,60,2024-03-18,seq_120,16,16,1
job_0038,danieljones,Database Backup,"backup,forecasting,image,benchmarking,database",completed,240,2024-03-18,seq_016,16,32,4
job_0537,joshualuna,Report Generation,"forecasting,report,api,visualization",running,180,2024-03-18,seq_080,16,64,4
job_0829,gmitchell,Report Generation,"benchmarking,report,cloud,visualization",running,60,2024-03-18,seq_108,8,16,0
job_0046,burkeraymond,Security Scan,"security,scan,geospatial",pending,180,2024-03-18,seq_199,4,16,4
job_0795,cameronstephen,ML Model Training,"ml,training,image,gpu",running,240,2024-03-18,seq_107,16,8,4
job_0174,christopher96,ETL Job,"etl,streaming,benchmarking,data pipeline",completed,30,2024-03-18,seq_079,16,32,0
job_0074,nicoleortiz,Model Evaluation,"ml,evaluation,testing",pending,240,2024-03-18,seq_037,16,32,0
job_0524,christopher96,Log Analysis,"deployment,logs,llm,monitoring",completed,60,2024-03-18,seq_198,8,16,2
job_0168,wongkenneth,Video Rendering,"video,rendering,deployment,testing,cloud,gpu",completed,60,2024-03-18,seq_040,4,8,2
job_0336,nicoleortiz,Log Analysis,"benchmarking,logs,indexing,monitoring",running,120,2024-03-18,seq_135,4,32,2
job_0755,burkeraymond,ML Model Training,"ml,forecasting,training,gpu",completed,120,2024-03-18,seq_099,2,32,2
job_0877,owilliams,ETL Job,"etl,deployment,data pipeline,testing",completed,30,2024-03-18,seq_135,8,16,4
job_0325,morganlinda,Report Generation,"geospatial,encryption,report,visualization",running,30,2024-03-18,seq_037,2,8,2
job_0079,lreid,Model Evaluation,"ml,evaluation,image,testing,indexing",completed,120,2024-03-18,seq_015,4,8,4
job_0294,gmitchell,Database Backup,"deployment,backup,database",failed,180,2024-03-18,seq_039,8,32,0
job_0593,burkeraymond,Report Generation,"geospatial,report,visualization",completed,120,2024-03-18,seq_164,8,64,1
job_0603,parsonsmackenzie,Log Analysis,"logs,monitoring,forecasting,benchmarking,pipeline",running,30,2024-03-18,seq_135,8,8,1
job_0854,gmitchell,Security Scan,"nlp,security,scan,llm",running,120,2024-03-18,seq_023,2,8,2
job_0570,morganlinda,ETL Job,"etl,data pipeline,compression",failed,240,2024-03-18,seq_043,8,64,0
job_0799,owilliams,Report Generation,"report,visualization,api,nlp,indexing",completed,30,2024-03-18,seq_116,16,8,1
job_0460,gmitchell,ETL Job,"etl,geospatial,encryption,data pipeline",completed,120,2024-03-18,seq_101,16,64,1
job_0080,gmitchell,Security Scan,"security,image,scan",completed,60,2024-03-18,seq_098,8,32,0
job_0988,wongkenneth,Web Scraping,"automation,encryption,streaming,llm,scraping",completed,30,2024-03-18,seq_200,16,16,2
job_0337,joshualuna,ML Model Training,"ml,training,geospatial,deployment,indexing,gpu",completed,30,2024-03-18,seq_189,16,64,2
job_0211,danieljones,ETL Job,"etl,encryption,data pipeline,nlp",failed,120,2024-03-18,seq_007,2,32,1
job_0263,joshualuna,Database Backup,"backup,deployment,benchmarking,cloud,database",running,60,2024-03-18,seq_088,4,8,0
job_0056,lreid,Database Backup,"deployment,pipeline,backup,database",completed,180,2024-03-18,seq_078,2,8,0
job_0346,lreid,Database Backup,"image,backup,database",pending,30,2024-03-18,seq_182,8,32,4
job_0582,nicoleortiz,Model Evaluation,"ml,evaluation,encryption,nlp,pipeline",completed,120,2024-03-18,seq_136,16,16,0
job_0680,joshualuna,ML Model Training,"ml,training,compression,testing,gpu",completed,60,2024-03-18,seq_075,4,32,2
job_0242,michaelpatterson,ETL Job,"etl,encryption,data pipeline",running,180,2024-03-18,seq_120,2,32,4
job_0422,danieljones,Model Evaluation,"ml,evaluation,benchmarking",completed,240,2024-03-18,seq_032,8,32,4
job_0769,lreid,Web Scraping,"indexing,scraping,automation",completed,240,2024-03-18,seq_136,2,64,4
job_0621,cameronstephen,Model Evaluation,"ml,evaluation,nlp",failed,120,2024-03-18,seq_193,4,64,0
job_0586,ian60,Log Analysis,"logs,monitoring,geospatial,streaming,benchmarking",pending,30,2024-03-18,seq_028,2,16,2
job_0320,lreid,ML Model Training,"ml,training,gpu,llm",pending,180,2024-03-18,seq_139,8,32,2
job_0589,jrusso,Video Rendering,"api,video,rendering,cloud,gpu",completed,240,2024-03-18,seq_065,8,16,4
job_0791,lreid,ML Model Training,"ml,training,compression,cloud,gpu",completed,120,2024-03-18,seq_041,4,16,4
job_0943,jrusso,ML Model Training,"ml,training,encryption,gpu",completed,60,2024-03-18,seq_097,16,16,1
job_0181,clong,ETL Job,"etl,data pipeline,compression,nlp",failed,60,2024-03-18,seq_170,4,8,2
job_0051,cory15,Web Scraping,"nlp,scraping,automation",failed,60,2024-03-18,seq_009,4,32,4
job_0497,cbell,ML Model Training,"ml,training,deployment,streaming,gpu",completed,180,2024-03-18,seq_104,4,32,2
job_0743,gateschristopher,Database Backup,"backup,deployment,streaming,cloud,database",completed,60,2024-03-18,seq_028,16,16,2
job_0991,lreid,Database Backup,"nlp,encryption,backup,database",completed,30,2024-03-18,seq_195,16,16,4
job_0165,cbell,Log Analysis,"pipeline,logs,monitoring",failed,180,2024-03-18,seq_099,4,8,2
job_0358,cory15,Report Generation,"benchmarking,report,llm,visualization",completed,120,2024-03-18,seq_077,8,16,1
job_0906,cbell,Data Preprocessing,"cloud,data,llm,preprocessing",completed,60,2024-03-18,seq_124,8,32,0
job_0590,gmitchell,Report Generation,"image,report,visualization",completed,240,2024-03-18,seq_026,4,64,2
job_0241,hannahfoster,Data Preprocessing,"encryption,data,api,preprocessing",running,120,2024-03-18,seq_141,4,64,2
job_0370,burkeraymond,ML Model Training,"ml,training,benchmarking,testing,gpu",completed,180,2024-03-18,seq_169,8,8,1
job_0716,jrusso,Database Backup,"backup,image,nlp,pipeline,database",completed,240,2024-03-18,seq_175,16,32,1
job_0386,michaelpatterson,Data Preprocessing,"pipeline,data,preprocessing",completed,30,2024-03-18,seq_064,4,32,2
job_0218,gateschristopher,Security Scan,"forecasting,scan,nlp,security,pipeline",failed,30,2024-03-18,seq_189,16,32,4
job_0126,nicoleortiz,Model Evaluation,"ml,forecasting,evaluation",pending,60,2024-03-18,seq_110,4,32,1
job_0767,joshualuna,Video Rendering,"rendering,image,gpu,video",pending,120,2024-03-18,seq_122,4,64,2
job_0945,hannahfoster,Security Scan,"security,scan,llm",completed,180,2024-03-18,seq_178,2,64,0
job_0745,gmitchell,Web Scraping,"automation,forecasting,image,api,scraping",completed,120,2024-03-18,seq_097,8,32,1
job_0153,jrusso,Video Rendering,"video,rendering,streaming,testing,benchmarking,gpu",completed,180,2024-03-18,seq_114,4,64,4
job_0896,michaelpatterson,Log Analysis,"image,logs,indexing,monitoring",completed,180,2024-03-18,seq_096,8,64,1
job_0222,cbell,Video Rendering,"deployment,rendering,gpu,video",running,120,2024-03-18,seq_129,4,8,4
job_0764,hannahfoster,Data Preprocessing,"image,data,preprocessing",completed,30,2024-03-18,seq_053,8,16,0
job_0020,cameronstephen,Web Scraping,"testing,scraping,automation,cloud",failed,60,2024-03-18,seq_184,16,8,2
job_0252,morganlinda,Data Preprocessing,"deployment,geospatial,data,preprocessing",running,60,2024-03-18,seq_190,4,8,4
job_0862,cory15,Database Backup,"encryption,indexing,backup,database",completed,180,2024-03-18,seq_119,8,32,1
job_0838,ian60,Data Preprocessing,"data,preprocessing,deployment,llm,indexing",completed,30,2024-03-18,seq_191,16,64,4
job_0807,parsonsmackenzie,Security Scan,"geospatial,scan,llm,security,pipeline",completed,30,2024-03-18,seq_001,8,32,1
job_0401,nicoleortiz,Database Backup,"pipeline,backup,database",running,60,2024-03-18,seq_171,8,32,0
job_0970,morganlinda,ML Model Training,"ml,training,streaming,api,gpu",failed,180,2024-03-18,seq_066,4,64,1
job_0456,owilliams,ETL Job,"etl,streaming,encryption,data pipeline",completed,30,2024-03-18,seq_034,16,64,4
job_0102,wongkenneth,Database Backup,"backup,llm,database",completed,180,2024-03-18,seq_078,16,64,2
job_0185,morganlinda,Video Rendering,"video,rendering,image,llm,cloud,gpu",completed,60,2024-03-18,seq_149,8,64,4
job_0129,cbell,ETL Job,"etl,data pipeline,testing,llm,nlp",completed,120,2024-03-18,seq_152,4,16,2
job_0327,cameronstephen,ML Model Training,"ml,training,deployment,indexing,gpu",running,180,2024-03-17,seq_171,4,32,1
job_0123,lreid,ML Model Training,"ml,training,streaming,benchmarking,llm,gpu",completed,60,2024-03-17,seq_025,8,32,4
job_0522,gateschristopher,Data Preprocessing,"testing,data,cloud,preprocessing",completed,30,2024-03-17,seq_152,4,64,1
job_0105,lreid,Data Preprocessing,"data,compression,preprocessing,deployment,testing",completed,30,2024-03-17,seq_176,16,32,0
job_0847,burkeraymond,Data Preprocessing,"benchmarking,indexing,data,preprocessing",completed,120,2024-03-17,seq_174,4,16,4
job_0863,joshualuna,Database Backup,"nlp,backup,database",completed,30,2024-03-17,seq_161,8,8,1
job_0557,gateschristopher,Model Evaluation,"ml,evaluation,testing",failed,30,2024-03-17,seq_091,8,16,4
job_0595,danieljones,Database Backup,"pipeline,testing,backup,database",completed,30,2024-03-17,seq_029,8,16,0
job_0367,cbell,Video Rendering,"video,rendering,llm,nlp,indexing,gpu",completed,240,2024-03-17,seq_138,8,32,2
job_0656,cbell,ML Model Training,"ml,training,api,pipeline,gpu,cloud",running,240,2024-03-17,seq_133,2,16,4
job_0096,burkeraymond,Web Scraping,"automation,llm,nlp,indexing,scraping",completed,30,2024-03-17,seq_078,8,8,1
job_0323,michaelpatterson,Video Rendering,"rendering,streaming,gpu,video",completed,60,2024-03-17,seq_131,16,8,4
job_0314,christopher96,Security Scan,"testing,security,pipeline,scan",completed,240,2024-03-17,seq_083,4,16,4
job_0855,morganlinda,ML Model Training,"ml,training,compression,pipeline,indexing,gpu",completed,180,2024-03-17,seq_118,16,32,1
job_0934,gateschristopher,Model Evaluation,"ml,evaluation,deployment,cloud",failed,240,2024-03-17,seq_060,16,8,2
job_0118,parsonsmackenzie,Security Scan,"security,scan,geospatial",failed,120,2024-03-17,seq_012,8,16,2
job_0478,nicoleortiz,Database Backup,"backup,forecasting,image,api,database",pending,240,2024-03-17,seq_144,8,64,1
job_0824,joshualuna,ML Model Training,"ml,training,image,benchmarking,gpu",completed,240,2024-03-17,seq_120,8,8,2
job_0768,ian60,Log Analysis,"deployment,logs,monitoring",completed,120,2024-03-17,seq_197,2,32,2
job_0508,hannahfoster,Model Evaluation,"ml,evaluation,streaming,testing,llm",completed,120,2024-03-17,seq_138,2,32,1
job_0441,ian60,Report Generation,"report,forecasting,testing,llm,visualization",completed,60,2024-03-17,seq_140,8,16,1
job_0124,morganlinda,ML Model Training,"ml,training,image,geospatial,benchmarking,gpu",completed,180,2024-03-17,seq_200,4,8,1
job_0803,hannahfoster,Web Scraping,"nlp,scraping,automation",completed,120,2024-03-17,seq_055,2,32,0
job_0601,cameronstephen,Report Generation,"report,compression,benchmarking,visualization,nlp",completed,60,2024-03-17,seq_116,2,32,1
job_0480,lreid,Web Scraping,"automation,forecasting,nlp,indexing,scraping",completed,120,2024-03-17,seq_007,8,8,0
job_0882,ian60,Data Preprocessing,"nlp,benchmarking,data,preprocessing",pending,240,2024-03-17,seq_186,4,32,2
job_0630,nicoleortiz,Video Rendering,"video,rendering,image,nlp,pipeline,gpu",completed,30,2024-03-17,seq_060,16,8,2
job_0400,wongkenneth,Database Backup,"backup,compression,database",running,240,2024-03-17,seq_065,2,64,1
job_0738,joshualuna,Web Scraping,"scraping,automation,cloud",completed,120,2024-03-17,seq_023,16,64,2
job_0081,morganlinda,ETL Job,"etl,image,data pipeline,encryption",completed,30,2024-03-17,seq_081,16,32,1
job_0994,wongkenneth,ML Model Training,"ml,training,testing,llm,gpu",completed,120,2024-03-17,seq_044,2,32,2
job_0356,owilliams,Web Scraping,"testing,scraping,automation",completed,60,2024-03-17,seq_078,8,32,0
job_0947,cbell,Security Scan,"security,scan,streaming",completed,240,2024-03-17,seq_063,16,8,2
job_0853,jrusso,Model Evaluation,"ml,evaluation,streaming,testing,pipeline",completed,180,2024-03-17,seq_081,16,64,0
job_0935,joshualuna,ML Model Training,"ml,training,deployment,gpu",completed,120,2024-03-17,seq_040,4,16,4
job_0827,gateschristopher,Video Rendering,"video,rendering,encryption,api,gpu",completed,30,2024-03-17,seq_027,2,64,2
job_0238,cbell,Web Scraping,"pipeline,scraping,automation",completed,180,2024-03-17,seq_129,4,16,4
job_0300,cameronstephen,Web Scraping,"llm,compression,scraping,automation",running,60,2024-03-17,seq_032,2,32,4
job_0517,ian60,Report Generation,"report,geospatial,benchmarking,visualization,pipeline",failed,120,2024-03-17,seq_175,2,32,4
job_0483,gmitchell,Report Generation,"report,deployment,benchmarking,visualization,cloud",running,30,2024-03-17,seq_089,8,16,4
job_0188,nicoleortiz,Data Preprocessing,"data,llm,preprocessing",completed,30,2024-03-17,seq_059,4,16,1
job_0388,ian60,Web Scraping,"automation,encryption,testing,api,scraping",completed,30,2024-03-17,seq_030,4,16,1
job_0415,jrusso,Report Generation,"report,encryption,visualization,cloud,nlp",completed,240,2024-03-17,seq_136,2,32,0
job_0734,owilliams,Model Evaluation,"ml,evaluation,geospatial,deployment,pipeline",completed,180,2024-03-17,seq_109,16,32,4
job_0655,clong,Report Generation,"report,encryption,benchmarking,visualization,cloud",completed,120,2024-03-17,seq_105,2,16,2
job_0600,danieljones,Model Evaluation,"ml,evaluation,geospatial,testing,cloud",completed,60,2024-03-17,seq_093,2,8,0
job_0752,cory15,Video Rendering,"video,forecasting,rendering,streaming,gpu",completed,120,2024-03-17,seq_182,8,32,2
job_0281,jrusso,Model Evaluation,"ml,evaluation,image,deployment,nlp",failed,60,2024-03-17,seq_117,2,8,4
job_0975,joshualuna,Model Evaluation,"ml,evaluation,testing",completed,180,2024-03-17,seq_123,16,16,4
job_0635,owilliams,Web Scraping,"forecasting,scraping,automation,streaming",completed,120,2024-03-17,seq_028,8,64,0
job_0121,cameronstephen,Log Analysis,"image,logs,monitoring",running,240,2024-03-17,seq_134,8,8,2
job_0746,wongkenneth,Report Generation,"report,compression,geospatial,visualization,cloud",completed,60,2024-03-17,seq_170,16,16,2
job_0566,owilliams,Log Analysis,"pipeline,logs,monitoring",completed,60,2024-03-17,seq_142,8,16,0
job_0641,jrusso,Log Analysis,"nlp,logs,monitoring",completed,180,2024-03-17,seq_003,8,32,1
job_0214,clong,Data Preprocessing,"streaming,pipeline,data,preprocessing",pending,240,2024-03-17,seq_081,16,8,4
job_0673,nicoleortiz,Database Backup,"backup,deployment,pipeline,indexing,database",completed,120,2024-03-17,seq_167,2,32,4
job_0018,danieljones,Database Backup,"streaming,backup,database",completed,30,2024-03-17,seq_059,4,64,2
job_0303,clong,ML Model Training,"ml,training,compression,indexing,gpu",completed,240,2024-03-17,seq_048,8,32,4
job_0169,danieljones,Report Generation,"streaming,report,visualization",running,60,2024-03-17,seq_118,4,16,0
job_0890,jrusso,Model Evaluation,"ml,evaluation,compression,llm,indexing",running,30,2024-03-17,seq_025,4,16,1
job_0106,owilliams,Report Generation,"report,encryption,geospatial,testing,visualization",completed,60,2024-03-17,seq_058,16,32,0
job_0623,gateschristopher,Model Evaluation,"ml,evaluation,api,cloud,nlp",completed,30,2024-03-17,seq_191,2,32,2
job_0298,danieljones,Report Generation,"benchmarking,report,api,visualization",failed,60,2024-03-17,seq_069,2,32,2
job_0366,parsonsmackenzie,Model Evaluation,"ml,evaluation,deployment",completed,120,2024-03-17,seq_066,16,8,0
job_0817,gateschristopher,Video Rendering,"video,rendering,deployment,llm,gpu",completed,180,2024-03-17,seq_016,4,32,2
job_0295,lreid,Data Preprocessing,"data,preprocessing,image,deployment,streaming",completed,180,2024-03-17,seq_038,2,64,4
job_0403,gateschristopher,Data Preprocessing,"encryption,indexing,data,preprocessing",completed,180,2024-03-17,seq_090,8,64,2
